skill,n_ag,lift_ag,z_ag,n_fin,lift_fin,z_fin,n_joint,lift_jo,z_jo,lift_delta,z_delta,lift_comp
Css,22,1.1896264853760683,-0.4937838373562605,9,0.658834736648024,,1,1.7635475273911756,-0.012187022325448226,1.5054112554112555,0.029887685746729876,0.7837672522022564
Cuda,14,2.4724442138038403,0.29748851155348116,0,0.0,,0,0.0,-0.032482315294575896,0.0,-0.11813528870690376,0.0
Customer Advocacy,1,1.3833914053426248,-0.06644859779521563,0,0.0,,0,0.0,-0.011603673406908278,0.0,-0.03156449318092742,0.0
Customer Collaboration,4,5.533565621370499,0.5724656882033959,1,1.872798742138365,,0,0.0,-0.011603673406908278,0.0,-0.06313290437836663,10.363254735242771
Customer Engagement,25,1.5485724686671174,-0.18921591895029524,9,0.7547099408617292,,0,0.0,-0.054867652857099644,0.0,-0.15790086029724001,1.168723036247862
Customer Focus,31,1.6494282140623604,-0.12204305888401387,26,1.872798742138365,0.47248178466360385,0,0.0,-0.059206345163622734,0.0,-0.17585279419398428,3.0890470845435183
Customer Interaction,17,2.5655622426354134,0.3660345642907747,3,0.6129159519725557,,0,0.0,-0.03513942486776135,0.0,-0.1301868293833602,1.5724740242897293
Customer Needs Analysis,2,2.3715281234444996,0.09766512219167686,2,3.210512129380054,,0,0.0,-0.012533454772654176,0.0,-0.04463985779303767,7.613819805484484
Customer Obsession,20,3.0742031229836106,0.6005737282540193,0,0.0,,0,0.0,-0.03481835726805475,0.0,-0.14121620925499664,0.0
Relationship Management,17,0.8349462919819393,-0.8222100122489486,13,0.8643686502177068,,0,0.0,-0.06162743729436593,0.0,-0.1301868293833602,0.7217013994047081
Customer Satisfaction,21,1.07930227289889,-0.5987431116780707,8,0.5566212979730124,,0,0.0,-0.0602424616848297,0.0,-0.14470654902379285,0.6007626320462025
Customer Service,97,1.1190184821534506,-1.1965251349736008,86,1.3431051437712247,0.31338851335748535,1,0.37623981300145304,-0.10590688091493738,0.32930871212121215,-0.22759512357776668,1.5029594793553678
Customer-Centric Mindset,1,0.25539533637094614,-0.5800479435786117,0,0.0,,0,0.0,-0.027009222311196065,0.0,-0.03156449318092742,0.0
Customer-Facing Experience,135,1.805877579899317,0.010093283270749898,33,0.5976054003922582,-0.6384513471453707,0,0.0,-0.11832157555004023,0.0,-0.36776571808186603,1.0792021941951335
Customer-Facing Role,6,2.3163763066202088,0.15474886837790935,3,1.5679245283018866,,0,0.0,-0.021966894013196132,0.0,-0.07732490023150973,3.631903227927157
Cybersecurity,62,1.5361838889177806,-0.3142520074090688,33,1.1069079132638693,-0.0018346646503798135,3,2.4242198100407055,0.007741373379321461,1.607473035439137,0.06982860833524727,1.700414102871556
Dashboard Development,149,0.7359428243834016,-2.8801401904815176,157,1.0497925707196307,-0.1219062746523884,1,0.16108571583132725,-0.181465445246593,0.2136056511056511,-0.31879186796829106,0.772587309512117
Data Analysis,142,0.5634079719655432,-3.747363847938893,284,1.5254536599444424,0.9574810262542772,5,0.6469993916217625,-0.15507469363421278,1.1537823490378234,-0.02726896786262152,0.8594527528767136
Google Analytics,5,0.30971449373342347,-1.1362758969600497,4,0.33542664038299075,,0,0.0,-0.054867652857099644,0.0,-0.07058619318290403,0.10388649211092107
Data Annotation,4,2.7667828106852497,0.21542929081349357,0,0.0,,0,0.0,-0.016410504565342876,0.0,-0.06313290437836663,0.0
Data Architecture,66,1.3312831021037168,-0.6205860441607353,40,1.092276301611683,-0.016840479553908008,1,0.6578482271070364,-0.06779928395722618,0.4863636363636364,-0.15496654949282945,1.4541289831639763
Data Center Operations,3,0.3112630662020906,-0.8768380160661481,1,0.14045990566037736,,0,0.0,-0.04238439372440884,0.0,-0.05467356792561411,0.043719980914305435
Data Cleansing,2,0.3223436284293495,-0.6981271079161177,4,0.8727605788605972,,0,0.0,-0.034002452641034804,0.0,-0.04463985779303767,0.28132881174002433
Data Collection,24,0.5937656106388614,-1.4524762896947094,65,2.177023873126564,0.9678039669311095,0,0.0,-0.08689500415984068,0.0,-0.1547074131085573,1.2926419094023733
Data Curation,5,1.9303135888501741,0.039277590180120295,3,1.5679245283018866,,0,0.0,-0.021966894013196132,0.0,-0.07058619318290403,3.026586023272631
Data Engineering,233,1.8375118144123417,0.08006420276766615,109,1.1637153229059294,0.08898903509520503,9,2.3148132152882748,0.006181363796345626,1.2701907467532467,0.009139876362070002,2.1383406544523185
Data Entry,1,0.09881367181018748,-1.0288405315057196,14,1.8727987421383647,,0,0.0,-0.043431842497704244,0.0,-0.03156449318092742,0.1850581202721923
Data Exploration,20,2.2585982128042854,0.254330923084803,11,1.6816968296752661,,2,7.366110080395795,0.093617293122701,3.5126262626262625,0.23926943795769623,3.798277453983189
Data Extraction And Processing,22,1.0061028402491816,-0.6997874434092388,31,1.9192317688029523,0.5405195362672197,1,1.4914850989231154,-0.021058566895389513,1.5054112554112555,0.029887685746729876,1.930944533689111
Data Governance,100,1.1682404548987682,-1.102469009986228,80,1.2652264549281,0.2079639479515343,6,2.286034162881453,0.0034344239162387965,2.0178916827852995,0.18796401557283787,1.4780887292551594
Data Infrastructure,55,1.330959661116811,-0.5668079044506791,27,0.8845288519720558,-0.2075280684636733,1,0.7892260800424066,-0.05669310345739856,0.5854377104377105,-0.12273470878579401,1.1772722210687694
Data Ingestion,52,1.7161754213395588,-0.08608878714331586,22,0.9829400952773922,,4,4.305440086752214,0.07018580095820201,2.6344696969696972,0.2406018994630242,1.6868976321642246
Data Integration,38,0.8859922483655014,-1.1305504583102857,40,1.262560949756201,0.14438035752168668,1,0.760406026557712,-0.058920196866877876,0.8544226044226044,-0.06012197413188799,1.1186192145729792
Data Integrity,28,0.46528479699211406,-1.9648729028988225,63,1.4172531021587624,0.34313455188372216,2,1.0839020839020839,-0.05441243247756274,2.431818181818182,0.15132069469489384,0.6594263219243837
Data Interpretation,4,0.5228565941452441,-0.668739223491625,7,1.2387015302332491,,0,0.0,-0.037758642897894476,0.0,-0.06313290437836663,0.6476632632602588
Data Lakes,53,1.1905777182651007,-0.765622051461482,32,0.9731457604616132,-0.13026849908296897,2,1.4652478779677698,-0.031146581084816948,1.2397504456327986,-0.0011313962352809189,1.1586056590297438
Data Management,64,0.5895918975045149,-2.3943643373676724,145,1.8083628253722277,1.0451075969187256,4,1.201795984259913,-0.06564677632257476,2.1075757575757574,0.16742010660029086,1.0661960695878374
Data Manipulation,17,0.74857253763898,-0.9469604259557197,26,1.5499024072869225,0.30059927536310616,0,0.0,-0.06509140412378427,0.0,-0.1301868293833602,1.1602143781155356
Data Mapping,0,0.0,-1.0896375997097167,5,0.6688566936208445,,0,0.0,-0.043431842497704244,,0.0,0.0
Data Migration,6,0.3434626937402379,-1.1549027957792153,9,0.6974560832791151,,0,0.0,-0.05707802914596891,0.0,-0.07732490023150973,0.2395501451285606
Data Mining,43,1.0420875403748824,-0.9180264508373623,31,1.0170527475554332,-0.08481891493427039,0,0.0,-0.0877995317286601,0.0,-0.20716221389088174,1.0598579961315575
Data Modeling,162,1.1182174187052236,-1.5519311746569855,117,1.0933095359510454,-0.02713397176510571,6,1.3507087507087505,-0.06489220895288195,1.2159090909090908,-0.00950382835959891,1.2225577671369838
Data Pipelines,269,1.9034899643844811,0.23179716649681606,91,0.8717375219160675,-0.4077851558741204,7,1.6154576455087963,-0.044688342403443874,0.8446391394864677,-0.1647691626979311,1.6593436245446311
Data Platforms,82,1.397594602522734,-0.5793588420930642,50,1.1536747898182946,0.049270556220625775,2,1.1117229792794476,-0.05241477613130087,0.7903409090909091,-0.10299819017131213,1.6123696593165981
Data Preparation,30,2.5671180717698197,0.487173087396098,11,1.274275432795176,,0,0.0,-0.046674456833299655,0.0,-0.17298962779983862,3.2712154919408047
Data Preprocessing,17,3.0022536881903776,0.5290214064237225,4,0.9563227619429948,,1,5.759671179883946,0.05148639148729296,1.9758522727272727,0.07321831992083937,2.8711235391437646
Data Privacy,58,2.111492144996638,0.3050078456601621,33,1.6263778550148957,0.38780979001858096,1,1.1873006379585327,-0.03339167016728439,0.5546251993620415,-0.13200883064005814,3.4340840656604334
Data Processing,89,1.4686501201848146,-0.48444371206095566,46,1.0276191905172738,-0.09104984280282477,0,0.0,-0.10647618251470262,0.0,-0.2983219047830711,1.509213047657416
Data Quality,120,0.8901177943223324,-2.0018117276676066,134,1.3456033857723373,0.39597817494096427,4,0.9676659354943538,-0.08998131512138798,1.0901253918495297,-0.042400933446286725,1.1977455177763354
Data Querying Languages,11,1.0678810848258857,-0.44246041575290895,13,1.7085181507227187,,0,0.0,-0.04381819955887636,0.0,-0.10470924136722752,1.824494216238493
Data Reporting,3,0.1729239256678281,-1.2877880404834747,27,2.1068985849056605,0.592003908510995,0,0.0,-0.05688061797180873,0.0,-0.05467356792561411,0.36433317428587864
Data Science,408,1.9868243826804024,0.5044562038941396,166,1.0943429434847822,-0.03026088353310788,20,3.1763513693698497,0.08409021556240016,1.629568884723524,0.19133248860393687,2.174267243129807
Data Security,51,1.2866801520815903,-0.6077864342735989,56,1.9126455238859896,0.7225240622703606,5,4.114050842774247,0.07291670051125204,3.436264822134387,0.3699858108885751,2.460963033551798
Data Storytelling,7,0.628134475939354,-0.7399182476141367,11,1.3362672106068332,,0,0.0,-0.045578044582929585,0.0,-0.0835221659573317,0.8393555040494656
Data Strategy,35,1.1955234367158485,-0.6154755849157975,18,0.8323549965059398,,1,1.1140104751215862,-0.03690905312446685,0.9298128342245989,-0.04651697771425237,0.9950999059903892
Data Structures,87,1.4370752509230849,-0.5305516869037344,40,0.8944710410213085,-0.24027773306651276,1,0.538715513342379,-0.08065014274630264,0.367600422832981,-0.2063337181723444,1.2854221957191299
Data Transformation,23,0.7744747015711246,-1.0562044323819175,26,1.1852194879252937,0.05965653849684742,1,1.0981928821685414,-0.03770362475921381,1.4369834710743803,0.022528993906826264,0.9179225092072231
Data Trend Analysis,5,0.5187717770034843,-0.7530946262207792,17,2.387818396226415,,0,0.0,-0.04238439372440884,0.0,-0.07058619318290403,1.2387327925719873
Data Validation,178,1.2337887439715436,-1.2846021365734073,153,1.435682041989995,0.5654464097201628,4,0.9042323021446195,-0.09781355052235247,0.7267502612330199,-0.1734962311478618,1.7713283433293368
Data Visualization,115,0.6236785819577988,-3.039936442565091,163,1.1967312445679978,0.17244172403455196,2,0.3537465474740875,-0.15690364024713116,0.5595333869670154,-0.1847601123429725,0.7463756455967606
Data Warehouse Architecture,3,0.7114584370333499,-0.4223287328570249,2,0.6421024258760107,,0,0.0,-0.02802910227474454,0.0,-0.05467356792561411,0.456829188329069
Data Warehouses/Sql,30,0.6897796480932756,-1.385580653943452,47,1.462961898290911,0.3345521259192523,0,0.0,-0.09014690860509778,0.0,-0.17298962779983862,1.009121343376975
Data Warehousing,72,1.0198380326075325,-1.2376390743625554,68,1.3039281344581106,0.23538049108149864,6,2.7717188954390317,0.02818416166045578,2.87396694214876,0.33051246073848006,1.3297955033073696
Data-Driven Analysis,128,0.679964543554007,-2.9233899716991876,70,0.5034083018867924,-1.2075844933115933,2,0.3465018181818182,-0.15917188026878248,0.5018037518037518,-0.21162528004330158,0.34229979621375056
Data-Driven Decision Making,34,0.8436826507919148,-1.1469867514714818,27,0.9070056688383112,-0.1843721911026376,1,0.8092811523304797,-0.05520215589002211,0.9579889807162535,-0.041737499357246605,0.7652249469688001
Data-Driven Insights,37,0.8157048923932609,-1.253040661719711,19,0.5670625673407002,,0,0.0,-0.09206813092557437,0.0,-0.19214240829407667,0.4625557104728921
Database Design,13,0.7290846595724645,-0.8546561450519357,19,1.4425611932687403,,1,1.8290847665847667,-0.010269054963341,2.6344696969696972,0.12020767819886509,1.0517492365067878
Database Technologies,42,1.177752142386289,-0.6995496227539099,22,0.8351670066292707,,2,1.8290847665847667,-0.014532100596101688,1.5806818181818183,0.053220046047535816,0.9836197313079674
Databricks,121,1.7558429375502544,-0.06820541215389016,76,1.4930003958305844,0.45735723317552296,12,5.679116338207247,0.17593244539865557,3.4804003336113425,0.5816759818453626,2.621474200778866
Dataops,7,0.960370892965128,-0.4272715793217443,6,1.1143926399501012,,0,0.0,-0.03685542980167199,0.0,-0.0835221659573317,1.070230254742645
Dbt,61,1.6280426185061114,-0.19702360208852146,32,1.1561972941818843,0.04154624266310046,2,1.7408652440806782,-0.018211202316617082,1.0716486902927582,-0.03378553443198092,1.8823384703295558
Debugging,137,2.197386927906546,0.5863529754365167,27,0.5862674323215751,-0.5956580803689557,3,1.5693017127799735,-0.03183597502158138,0.7077679782903663,-0.15770220033907242,1.2882563920407648
Decision Making,58,0.943961194233791,-1.267444759354188,63,1.3880743618201998,0.31399779644083387,1,0.5307932263814616,-0.0816342443464316,0.5546251993620415,-0.13200883064005814,1.310288332269103
Deep Learning,181,2.7667828106852497,1.4526340843163803,50,1.0346954376455055,-0.08638391604767356,11,5.483885819521179,0.16171315816773224,2.0455882352941175,0.2622346546027922,2.8627775511720364
Demand Planning,7,1.1282026995027232,-0.31485962861868017,1,0.2181901447151493,,0,0.0,-0.034002452641034804,0.0,-0.0835221659573317,0.2461627102725213
Design And Architecture,615,2.251252165695385,1.4038394159390057,152,0.7532491522955628,-0.8567362876160121,10,1.1938458454445224,-0.105587231195813,0.5225394440270473,-0.4553166619268934,1.6957537854135987
Design Patterns,81,2.518083232196688,0.7575604262271157,19,0.799621934845594,,0,0.0,-0.07749495068184224,0.0,-0.28455135085131056,2.013514586231363
Designing And Architecting,102,3.513010539708243,1.6997581590938877,14,0.6527597275503015,,1,1.1232553753300643,-0.03645073797068222,0.313006300630063,-0.2376429846558536,2.2931518027812903
Detail-Oriented,23,0.459465737514518,-1.7993316830843726,34,0.919496855345912,-0.19285332065410943,0,0.0,-0.09673571249711257,0.0,-0.1514469157159614,0.42247730078378953
Developing Strategic Insights,8,0.5824805917232104,-0.8538822317194494,6,0.5914101290963256,,0,0.0,-0.050603232161539294,0.0,-0.08929079855677721,0.34448492194712804
Devops,212,2.0665576836122357,0.5061198331096586,66,0.8709668841888343,-0.34787138176356774,6,1.9074894571077776,-0.019822489054821455,0.9207855251544571,-0.11820111711312382,1.7999033066922436
Devsecops,16,1.3482799483542334,-0.29215922557466545,3,0.34223733358873665,,0,0.0,-0.04703426716885245,0.0,-0.12629716261912385,0.4614317344559124
Digital Accessibility,14,3.2733768464445205,0.5619062825448224,0,0.0,,0,0.0,-0.02822866215306638,0.0,-0.11813528870690376,0.0
Digital Marketing,22,1.0678810848258857,-0.6259643253033705,3,0.19713670969877523,,0,0.0,-0.061991568834603286,0.0,-0.1481149401725546,0.2105185634121338
Digital Transformation,54,1.7751240211129127,-0.025331077998379383,17,0.7565365215766859,,1,1.0720972097209722,-0.03904431071791909,0.5964837049742711,-0.11955046631166122,1.3429461522999826
Dimensional Modeling,6,0.493090005864698,-0.863440112023615,7,0.7787875957407062,,0,0.0,-0.047627931663340645,0.0,-0.07732490023150973,0.38401238015113887
Disaster Recovery,11,1.1272078117606574,-0.3955108431758967,12,1.6647099930118798,,0,0.0,-0.04264866079040502,0.0,-0.10470924136722752,1.8764741084390204
Distributed Systems,214,3.3357268816148924,2.2721219454685957,32,0.6752626450527062,-0.5010680936897781,5,2.5418267178830556,0.015553562693849273,0.7563070900391474,-0.17942855019224715,2.2524917572526877
Distributed Training,12,2.0750871080139373,0.12355431878145214,1,0.23409984276729562,,0,0.0,-0.03282619720658886,0.0,-0.10936749867519578,0.48577756571450487
Docker,215,2.894687612152451,1.7509496412801737,41,0.7472968216805154,-0.44958585572043985,6,2.634594116345941,0.021652973110650463,0.9075685080469769,-0.12391301294812732,2.163190852319487
Documentation Skills,8,0.6177003484320558,-0.8048949425451143,18,1.8815094339622642,,0,0.0,-0.04913802141037076,0.0,-0.08929079855677721,1.1622090329366908
Drafting,10,1.0375435540069686,-0.4458559180685771,7,0.9832193396226416,,0,0.0,-0.04238439372440884,0.0,-0.0998342787321726,1.0201328880004603
Dynamodb,24,2.385728890650754,0.34576012282869,1,0.13457236470455314,,0,0.0,-0.04330229305105985,0.0,-0.1547074131085573,0.32105317835884223
E-Commerce,22,1.103369580092003,-0.5857364351785991,0,0.0,,0,0.0,-0.060985006922134245,0.0,-0.1481149401725546,0.0
Economics,48,0.5394945494091753,-2.25697353925958,69,1.0498831133991646,-0.08021624415896308,0,0.0,-0.12914986159719033,0.0,-0.21889805175422125,0.5664062171955844
Edge Computing,5,1.6939486596032143,-0.0339974052261929,0,0.0,,0,0.0,-0.023449748380999193,0.0,-0.07058619318290403,0.0
Eks,25,2.71253216733848,0.5138412060400533,3,0.44065852756196816,,1,3.5386215092097446,0.024423877032274742,1.3172348484848486,0.008779613495358378,1.1953004308238488
Elasticsearch,31,3.477172991807138,0.921789657886171,3,0.4555456399796022,,0,0.0,-0.04076293051297539,0.0,-0.17585279419398428,1.5840109958725708
Electrical Engineering,28,1.2665381803681797,-0.4715278942940768,6,0.36741555704076906,,0,0.0,-0.06422091021588677,0.0,-0.16711693965954855,0.4653458310533768
Electrical Systems,0,0.0,-0.5248589696855587,0,0.0,,0,0.0,-0.020920059574305167,,0.0,0.0
Embedded Systems,6,0.7064126325153829,-0.6022920277241782,1,0.15938712699049912,,0,0.0,-0.03978665446597145,0.0,-0.07732490023150973,0.11259307996642212
Emerging Technologies,86,1.7779077587964993,-0.028334809942660653,21,0.5877276251791631,,2,1.3484659798482963,-0.037460232377726124,0.7527056277056278,-0.11429005643766188,1.044925504865075
Emr,19,1.2979968741486356,-0.36083966722579097,30,2.7745166550197995,0.90301320828645,1,2.2280209502431725,5.575162822326082e-05,1.7563131313131313,0.05436299630494397,3.601313945489028
Encryption,20,1.7474417751696314,-0.033059693166529555,5,0.5914101290963257,,0,0.0,-0.046190364932004575,0.0,-0.14121620925499664,1.0334547658413844
Engineering Best Practices,123,2.722514285714286,1.1515422413664271,45,1.3484150943396227,0.23087018816734015,5,3.6093939393939394,0.057063968598395076,1.3395608628659477,0.025620119953301514,3.6710793574123994
Engineering Collaboration,22,2.6274484245356327,0.44447352051373024,10,1.6168046694719695,,1,3.895029431000654,0.029594750375164222,1.5054112554112555,0.029887685746729876,4.2480708815859805
Engineering Degree,3,0.43686044379240785,-0.6768011230767483,2,0.39427341939755045,,0,0.0,-0.035772932754006136,0.0,-0.05467356792561411,0.17224246097356405
Engineering Or Computer Science,0,0.0,-0.3941905679383778,1,1.0215265866209262,,0,0.0,-0.015711792945073244,,0.0,0.0
Enterprise Architecture,35,1.9563110782622979,0.12380279976307267,16,1.2106981767359126,,2,3.6458524640342826,0.03681844320258916,1.915977961432507,0.09659022521852494,2.3685022555804314
Enterprise Cloud Transformation Initiatives,0,0.0,-0.14555873359058863,0,0.0,,0,0.0,-0.005801722088510889,,0.0,0.0
Enterprise Security Solutions,0,0.0,-0.2058524259172998,0,0.0,,0,0.0,-0.008204928091981145,,0.0,0.0
Entrepreneurial Mindset,15,2.736378603974423,0.40648223620514934,11,2.716587186398507,,2,11.8991008991009,0.13840043020189716,4.863636363636364,0.32221520678279975,7.433611052691952
Entrepreneurial Spirit,66,1.492705712576783,-0.38341201062403246,35,1.0716287080355764,-0.035630857714168365,2,1.475229130542482,-0.0306331477347875,0.9879261363636364,-0.05210947582646112,1.5996262942459825
Equipment Maintenance,0,0.0,-0.2223464971456363,0,0.0,,0,0.0,-0.008862354688476837,,0.0,0.0
Erp Systems,85,2.6276708257904606,0.8746419993595314,12,0.5022030146516285,,4,4.03284239038429,0.06302405500519286,1.5611672278338944,0.0713863966971113,1.3196242102241036
Ethical Ai Practices,83,5.964752552905863,2.791496922399491,13,1.2647472024830517,,9,21.09386068476978,0.42901883435764065,3.84490171990172,0.5559750158678106,7.5439041047913316
Etl,102,0.8856020293615967,-1.8582394560064588,89,1.0461030630772874,-0.0972456278952946,5,1.4158187523773298,-0.053494976219071136,1.629568884723524,0.09507452448910915,0.9264309955826281
Etl Pipelines,24,0.9554357907402301,-0.7984037690757094,19,1.0239762906655807,,1,1.2983431436668849,-0.028513556779164857,1.374505928853755,0.015503500677851239,0.9783435969713168
Etl Processes,29,0.9706052602000674,-0.8551282813254077,30,1.359289409616555,0.19610274612467424,0,0.0,-0.07468052301251589,0.0,-0.17007851155865425,1.3193334511080725
Event-Driven Architectures,41,4.693990147783251,1.555663731164427,5,0.7749512036434613,,0,0.0,-0.04034741183680442,0.0,-0.2022787497751691,3.637613314915179
Excellent Communication,157,1.2293912300308987,-1.2173181721863406,113,1.1978844784620861,0.14496433588127322,12,3.0645797598627786,0.05835210671279696,2.616300940438871,0.4136105892775779,1.4726686724114255
Executive Communication,14,1.6600696864111497,-0.07592468031745023,4,0.6421024258760107,,0,0.0,-0.039645228945374394,0.0,-0.11813528870690376,1.0659347727678277
Financial Services,79,1.001110726919701,-1.3405384290393947,11,0.18870949157424743,,1,0.41328938237335183,-0.09899482318509892,0.40530303030303033,-0.18800078099615714,0.18891909628654205
Experimental Design,51,2.22798826334128,0.381952770017056,15,0.8871151936444887,,2,2.8495215311004785,0.01830255381529042,1.290352504638219,0.007813436825911345,1.9764822396716477
Experimentation,245,3.1675784514854497,2.2264561305498556,45,0.7876256392170692,-0.40757041690828394,15,6.324872557349193,0.22126388279316747,2.0617588932806323,0.3115643740088593,2.4948660026214413
Feature Delivery Trade-Offs,5,1.077967328838409,-0.29272771855749447,1,0.29186473903455035,,0,0.0,-0.02939762223158126,0.0,-0.07058619318290403,0.31462065311919357
Feature Engineering,68,2.808078076516373,0.919745217659327,24,1.3417065615319628,,7,9.427521483491633,0.21688203119435034,3.62779433681073,0.4630063387667743,3.7676167805560703
Finance,155,0.7804391913670858,-2.7317392287900506,115,0.7838830039887604,-0.6648644772497606,3,0.49263793531309447,-0.15082987130427192,0.6239533492822966,-0.19427079023086674,0.6117730177593903
Financial Analysis,3,0.1391119848947891,-1.4663166334101752,11,0.6905291451459892,,0,0.0,-0.06342731855012303,0.0,-0.05467356792561411,0.09606088000896047
Financial Management,3,0.32130381027312577,-0.8571153849626718,6,0.8699452221545952,,0,0.0,-0.041716423245937,0.0,-0.05467356792561411,0.2795167146071723
Financial Modeling,8,0.4992690786198947,-0.9862156366662247,8,0.6758972903958008,,0,0.0,-0.05466229931172594,0.0,-0.08929079855677721,0.3374546174175949
Financial Planning Model Design,12,0.6244776249822507,-0.9749579747613759,2,0.14090021884426568,,0,0.0,-0.0598677552772502,0.0,-0.10936749867519578,0.08798903402334639
Forecasting,110,1.1564766656442462,-1.1843358539767934,42,0.5977774325761468,-0.7206736137291113,2,0.6857619897518569,-0.09239182389917736,0.5854377104377105,-0.17376920058059253,0.6913156520230405
Financial Reporting,5,0.24128919860627177,-1.34756337129727,8,0.5226415094339623,,0,0.0,-0.062172839642247686,0.0,-0.07058619318290403,0.12610775096969298
Firehose,2,1.0375435540069686,-0.19933785925726438,0,0.0,,0,0.0,-0.018949551225141786,0.0,-0.04463985779303767,0.0
Firmware Development,7,0.960370892965128,-0.4272715793217443,0,0.0,,0,0.0,-0.03685542980167199,0.0,-0.0835221659573317,0.0
Apache Flink,20,2.321775785190419,0.28520029445326184,2,0.31431587280643886,,0,0.0,-0.040068011685931076,0.0,-0.14121620925499664,0.7297709823829814
Flow Cytometry,0,0.0,-0.34650923200304073,6,7.931853496115426,,0,0.0,-0.013811285438673418,,0.0,0.0
Foundation Models,49,4.026901714561701,1.4223510137396531,6,0.6675322249206053,,4,10.720972097209723,0.18119882465497034,2.81010101010101,0.2621732574841558,2.6880866610579726
Full-Stack Development,40,2.7214257154281145,0.6553001225206663,12,1.105258274048871,,1,2.2188897168405366,-0.00015876775487798538,0.8106060606060607,-0.0686502285720552,3.0078782891862916
Functional Specifications,14,0.3760675665009077,-1.6488158653873322,21,0.7636655065030225,,1,0.87606649014416,-0.050547878020416374,2.431818181818182,0.10697002065933234,0.2871898286512748
Gans,8,3.7944449975111993,0.5312624405510363,3,1.926307277628032,,1,15.46883116883117,0.11736256864936875,4.516233766233766,0.2140971829763388,7.309267013265104
Gap Analysis,2,0.18864428254672158,-0.9965975202551909,10,1.2769082332761577,,0,0.0,-0.04445468894472102,0.0,-0.04463985779303767,0.24088143754438257
Gcp,352,2.9905042457355413,2.3988065160941177,85,0.9776124447191055,-0.20562531399097603,25,6.926933097608636,0.313451526904653,2.4169446761189883,0.5334007209318562,2.923554166616387
Gdpr,28,1.4171326591314695,-0.31935769677369447,26,1.7814427059364935,0.42681430432411255,0,0.0,-0.060707610711405825,0.0,-0.16711693965954855,2.5245406389541434
Generative Ai,601,5.0516550963701325,6.456659124605366,73,0.8306692142345355,-0.43856315945099267,28,7.675673187571922,0.3652539788764917,1.5448199270188798,0.1819327252275883,4.196254369485665
Genai Technologies,5,3.458478513356562,0.36702439117167424,1,0.9363993710691825,,0,0.0,-0.016410504565342876,0.0,-0.07058619318290403,3.238517104763366
Genai/Ml Applications,0,,0.0,0,,,0,,0.0,,0.0,
Genai/Ml Solutions,0,0.0,-0.14555873359058863,0,0.0,,0,0.0,-0.005801722088510889,,0.0,0.0
Github Actions,63,3.497805693776001,1.3265059764111833,15,1.1274373698491829,,6,10.864396473092125,0.22421281581303948,3.327751196172249,0.391765044854043,3.943556851634311
Gitlab,20,1.3833914053426248,-0.29731457234062564,7,0.6554795597484276,,1,2.255871212121212,0.00070463895331646,1.6638755980861244,0.045757817132743184,0.9067847893337423
Go-To-Market Strategies,13,1.5305607037833298,-0.14707650327030647,3,0.47816138097149735,,0,0.0,-0.03978665446597145,0.0,-0.11383565712886706,0.7318550197817438
Golang,21,2.192544868844915,0.2265903603307701,2,0.282686602586923,,0,0.0,-0.042251642115649975,0.0,-0.14470654902379285,0.6198030599931598
Google Ads,3,0.5472757207948845,-0.5550784318676929,1,0.24696247149077338,,0,0.0,-0.03195956698979263,0.0,-0.05467356792561411,0.13515656459439912
Gpu,56,3.0380360274190976,0.9830184114950669,3,0.22032926378098408,,0,0.0,-0.05863351704053208,0.0,-0.2364760919994258,0.6693682412613553
GPU Computing,18,3.6001511271567104,0.7399114235065893,0,0.0,,0,0.0,-0.030521903083259066,0.0,-0.13396391443706263,0.0
Grant Proposal Preparation,0,0.0,-0.36632703025537344,17,20.107944389275076,,0,0.0,-0.014601193194949133,,0.0,0.0
Graph Databases,27,5.746395068346288,1.5397534907813286,0,0.0,,0,0.0,-0.02958796504600152,0.0,-0.1641021803637255,0.0
Graphql,49,3.765898825654923,1.3018023152274227,5,0.5202218728162123,,0,0.0,-0.049252271468340325,0.0,-0.22117106566688682,1.9591029399185789
Growth Mindset,42,2.234709193245779,0.3514492429600362,7,0.504215045960329,,0,0.0,-0.059206345163622734,0.0,-0.20473494171138756,1.1267739985803902
Grpc,18,3.6001511271567104,0.7399114235065893,0,0.0,,0,0.0,-0.030521903083259066,0.0,-0.13396391443706263,0.0
Hadoop,32,1.01185199933632,-0.8357226675967931,13,0.5564887690925427,,2,2.0625108225108226,-0.0056284218574966065,2.1075757575757574,0.11830796991447631,0.5630842736144971
Hardware Engineering,6,1.260812420059101,-0.22099386521664668,0,0.0,,0,0.0,-0.029777092820506952,0.0,-0.07732490023150973,0.0
Healthcare Experience,9,1.2146851363984024,-0.2995198802037426,56,10.231876054609604,3.3303704776174294,5,22.00849963045085,0.32806011274045244,39.51704545454545,1.5895260417220705,12.428507761005013
Healthcare Knowledge,0,0.0,-0.3565558034203691,11,13.733857442348008,,0,0.0,-0.014211726665996191,,0.0,0.0
High-Performance Computing,17,1.5421412387425983,-0.1603416042772901,13,1.596484173626147,,0,0.0,-0.045330808210493595,0.0,-0.1301868293833602,2.46200408114878
Hipaa,40,1.526500861067724,-0.26240838382084086,83,4.288063326827152,2.2820461842458175,7,8.712330198537094,0.20326354390106535,6.705922865013774,0.7676972093548152,6.5457323607145765
