skill,F2022,W2023,F2023,W2024,F2024,F2025,W2026
Customer Needs Analysis,0.0992555831265508,0.0696434789596335,0.0856378233719892,0.1116763866484675,0.0892226476820699,0.1043316975153599,0.0789132517896398
Customer Obsession,0.2290513456766558,0.2892882972169394,0.2355040142729705,0.4177524093146378,0.3308673184876761,0.4559681595115731,0.6031227101065328
Customer Relationship Management,0.6451612903225806,0.7017919802855382,0.6351471900089206,0.7817347065392729,0.5762295996133685,0.6028053634220797,0.5862127275801815
Customer Satisfaction,1.3361328497804923,1.2750113840302146,1.6449598572702944,2.2955701699962776,1.7807353433213131,1.8161443641562656,1.78682148695113
Customer Service,6.757014697461347,7.0634559237136045,7.036574487065121,7.93729577697812,6.4091601918286925,8.153328953978129,7.964601769911504
Customer-Centric Mindset,0.1488833746898263,0.1285725765408619,0.2818911685994648,0.3887992720354055,0.3345849288077623,0.4018702422813864,0.3607462938954963
Customer-Facing Experience,5.997327734300439,5.421476977473013,5.555753791257805,5.914712329900318,6.345960816387226,6.2830866725916765,6.724536384645736
Customer-Facing Role,0.3893872876503149,0.1553585299868748,0.1534344335414808,0.2398974231707821,0.1970333469645711,0.1854785733606399,0.2367397553689194
Cybersecurity,2.30960106890628,2.595558888918651,2.583407671721677,3.2262067254001736,2.896018439347188,4.068936203099038,3.635646243165549
Dashboard Development,14.823439587707576,15.281386440950364,14.201605709188224,15.212805559002357,14.981969589947582,17.036979790563777,18.606617439828646
Data Analysis,24.07329643061653,26.87166849704015,27.257805530776093,27.12495346817223,25.0083646232202,18.153715367672632,17.287638802773238
Data Analysis Automation,0.3512120633708723,0.2785739158385342,0.2604817127564674,0.2481697481077056,0.2974088256068999,0.2859461339309865,0.3100163463164421
Data Analysis Tools,4.142011834319527,4.529504727720783,4.506690454950936,4.67386358936179,5.09312613851816,3.5781908110823446,3.2354433233752324
Data Analytics,48.8222943309792,45.0191519567139,41.02765388046387,42.15990404103073,45.54072642105655,38.59113566984814,41.61546699735077
Data Annotation,0.1527008971177705,0.1419655532638684,0.1819803746654772,0.1943996360177027,0.1710100747239674,0.2125275319757332,0.1352798602108111
Data Architecture,3.710631799961825,4.320574290841883,3.1935771632471006,3.610869834967117,3.9295141083311647,3.941419683913598,4.560058621272758
Data Center Operations,0.2099637335369345,0.2035732461896981,0.3568242640499554,0.3391653224138644,0.3345849288077623,0.6028053634220797,0.8624091088439209
Data Cleansing,1.1223515938156137,1.3285832909222404,1.1882247992863515,1.141580841295446,1.0632365515446671,0.6491750067622396,0.5805760667380644
Data Collection,6.512693262072915,7.200064286288271,7.5682426404995535,6.952889109484221,6.502100449830849,4.080528613934078,3.725832816639423
Data Curation,0.3359419736590952,0.2973240832507433,0.2497769848349687,0.2150804483600115,0.2490798914457786,0.3091309556010665,0.2367397553689194
Data Engineering,8.654323344149647,8.783114134947633,7.500446030330062,8.52463084749969,8.825606899884754,10.10471811120986,11.74116453412998
Data Entry,0.9505630845581218,1.232153858516594,1.527207850133809,1.2573933904123753,0.8030038291386297,0.9428494145832528,0.9356856997914436
Data Exploration,1.2254246993701088,1.1384030214555487,1.313113291703836,0.9389088803408198,1.029778058663891,0.7303218826075196,0.8285891437912181
Data Extraction And Processing,1.9278488261118532,2.025018080518576,2.0588760035682427,2.0887620465731893,2.018662403806833,1.9668457050117856,1.995377938109464
Data Governance,4.096201565184195,4.842900383039134,4.727921498661909,5.563138520081068,5.200936837800661,7.434599482205649,7.823685248858576
Data Infrastructure,2.5539225042947127,2.523236814614416,2.087421944692239,2.9697646523555443,2.773337298784341,3.497043935237065,3.821656050955414
Data Ingestion,1.8095056308455808,1.684836471754212,1.2595896520963423,1.7950945113124044,1.632030930517863,2.612156574829012,2.812693760216448
Data Integration,3.4128650505821723,3.7232475289957945,3.429081177520072,4.098937006245605,4.193464441057288,4.432165075930291,3.9682092328504592
Data Integrity,3.0883756442069097,3.908070607773284,3.718108831400535,4.50841709062332,3.7770920852076286,5.633911665829437,5.512654303590553
Data Interpretation,0.6947890818858561,0.6375056920151073,0.727921498661909,0.7196922695123464,0.6171233131343172,0.5680281309169597,0.7158559269488755
Data Lakes,3.3212445123115097,3.792891007955428,2.80107047279215,3.3296107871117178,3.546600245362281,4.169403763669385,4.086579110534919
Data Management,12.937583508303112,15.08317038544987,12.699375557537913,13.355668610663027,13.074835495743336,9.679663047258394,8.635364410123444
Data Manipulation,1.717885092574919,2.041089652586184,2.544157002676182,2.6595524672209123,2.598609613740288,2.206422195602612,2.085564511583338
Data Mapping,1.0307310555449514,1.3660836257466584,1.1239964317573594,1.0340406171154404,0.9628610729023384,1.0510452490436262,0.907502395580858
Data Migration,1.2177896545142202,1.4142983419494817,1.134701159678858,1.1994871158539109,1.2082233540280307,1.5301982302252792,1.5388084098979764
Data Mining,8.161862950944837,8.330431521710015,7.932203389830509,5.873350705215701,6.502100449830849,3.2806522663163182,3.2241700016909984
Data Modeling,11.845772093911052,12.63493424048429,11.371989295272078,12.056913595566034,12.528346778690658,11.569226013369914,13.35324953497548
Data Pipelines,8.822294330979194,9.200975008705434,7.957181088314005,10.009513173677462,9.79962080374735,12.674369179643726,13.105236457922327
Data Platforms,2.7677037602595917,2.4884150751345997,2.08028545941124,2.4155188815816686,2.420164318376148,4.293056145909811,5.405557747590327
Data Preparation,0.923840427562512,1.0285806123268957,0.9099018733273864,0.6990114571700377,0.8699208149001821,0.9505776884732796,1.0935122033707232
Data Preprocessing,0.1183431952662721,0.1285725765408619,0.6066012488849242,0.5459734458369525,0.5799472099334547,0.7148653348274663,0.524209458316893
Data Privacy,1.0421836228287842,1.2294752631719923,1.6449598572702944,2.216983083095504,1.9331573664448487,2.588971753158932,2.525224057268474
Data Processing,5.096392441305593,5.172367610425093,4.727921498661909,5.364602721594904,5.606156362690063,5.842575060860157,5.585930894538076
Data Quality,8.169497995800725,9.597407119706428,8.610169491525424,10.290772221532862,9.279155358935276,10.216778082615248,12.41192717434192
Data Querying Languages,1.3972132086276008,1.6714434950312056,1.6984834968777878,1.4600653513670017,1.390386259712257,1.0008114687584528,0.9356856997914436
Data Reporting,2.366863905325444,2.600916079607853,2.4763603925066904,2.6554163047524506,2.260307074612439,1.5920244213454924,1.5500817315822106
Data Science,31.44111471654896,29.79133742265556,28.83496877787689,22.3145965173512,29.25387560875869,18.6096835271842,18.0654979989854
Data Security,1.9163962588280208,2.2955562103233063,2.740410347903657,3.466104148570956,3.241756199115209,3.558870126357278,3.6525562256919
Data Storytelling,0.5649933193357511,0.4580398039268207,0.5459411239964318,0.380526947098482,0.5539239376928511,0.8423818540129062,1.0315089341074348
Data Strategy,2.069097155945791,2.600916079607853,2.223015165031222,2.212846920627042,2.4350347596564927,2.4189497275783456,2.699960543374105
Data Structures,6.046955525863715,5.413441191439209,5.370205173951828,5.16606692310874,5.208372058440834,4.582866416785811,4.886984950115552
Data Transformation,1.950753960679519,2.2044839686068625,1.9482604817127565,2.2087107581585803,2.271459905572698,2.5039607403686386,2.739417169268925
Data Trend Analysis,0.6184386333269708,0.7125063616639434,0.6601248884924175,0.6080158828638789,0.6840402988958697,0.6453108698172263,0.8849557522123894
Data Validation,8.177133040656614,8.033107438459272,8.499553969669938,7.676717541465028,7.7400646864195695,10.77707793964218,13.263062961501609
Data Visualization,23.210536361901127,23.83949856695149,22.96877787689563,21.516317160938083,22.380014126919217,16.279608949341164,15.917930218138777
Data Warehouse Architecture,0.5726283641916396,0.5758979990892776,0.3889384478144513,0.483931008810026,0.5539239376928511,0.3516364619962131,0.3945662589481991
Data Warehouses/Sql,6.436342813514029,6.634880668577398,4.777876895628903,5.443189808495678,5.312465147403249,3.5975114958074115,4.018939180429514
Data Warehousing,5.2719984729910285,5.734872632791364,4.745762711864407,5.831989080531083,6.130339417822224,5.823254376135091,5.817033989064878
Data-Driven Analysis,10.96774193548387,11.04117001044652,12.97413024085638,14.642015138354637,15.643704226922932,14.4634645851849,11.972267628656784
Data-Driven Decision Making,2.557740026722657,2.828596683898964,3.621766280107048,4.9261694999379575,4.88493996059333,4.571274005950771,3.7032861732709534
Data-Driven Insights,2.832601641534644,3.06967026491308,4.24620874219447,4.913761012532572,5.386817353804974,4.536496773445651,4.154219040640324
Database Design,2.370681427753388,2.3035919963571105,1.91971454058876,2.225255408032428,2.1933900888508866,1.7929595424861855,1.6346316442139677
Database Technologies,4.844435961061271,4.644684327538639,4.413916146297948,4.599412664929479,4.840328636752296,4.1230341203292245,3.3030832534806382
Databricks,3.8480626073678175,4.106286663273779,4.089206066012489,4.355379079290235,4.606119186586862,5.792341280574983,6.341243447381771
Dataops,0.3664821530826493,0.3508959901427691,0.2997323818019625,0.3267568350084791,0.3197144875274174,0.606669500367093,0.6594893185277042
Dbt,1.2597824012216072,1.4892990115983178,1.3987511150758252,1.8654092732762544,2.0112271831666604,3.195641253526025,3.4552730962178004
Debugging,4.336705478144684,3.613425119867142,5.2631578947368425,4.504280928154858,4.717647496189449,5.711194404729704,5.732484076433121
Decision Making,8.76503149456003,9.072402432164573,7.507582515611062,7.598130454564255,7.862745826982415,5.031106302407357,5.591567555380193
Deep Learning,8.658140866577591,8.234002089304369,9.502230151650313,6.03466104148571,8.684337707721477,6.11306464701109,4.954624880220957
Deep Learning Frameworks,1.1948845199465548,1.1169742586987383,1.52007136485281,1.0133598047731316,1.4089743113126882,1.0201321534835197,0.7102192661067583
Demand Planning,0.3741171979385378,0.3883963249671872,0.3853702051739518,0.5252926334946437,0.5427711067325923,0.5062019397967464,0.5749394058959473
Design And Architecture,15.51441114716549,16.32871722068947,16.756467439785904,16.755594159738596,18.3835830328265,22.419722554967347,25.105687390789697
Design Patterns,1.4926512693262073,1.344654862989848,1.855486173059768,1.6875542871323983,1.6208780995576044,2.7242165462343984,2.959246942111493
Designing And Architecting,1.664439778583699,1.8348378110518844,1.7769848349687778,1.8654092732762544,1.966615859325625,2.4112214536883187,2.694323882531988
Detail-Oriented,4.668829929375836,5.137545870945276,4.567350579839429,5.559002357612607,5.327335588683594,6.85497894045365,4.588241925483343
Developing Strategic Insights,0.8703951135712922,0.800900008035786,0.7528991971454059,0.9637258551515904,1.0743893825049258,1.340855519919626,1.2344287244236514
Devops,5.077304829165872,5.630407414351914,5.68064228367529,5.7988997807833895,6.572735045912488,9.610108582248154,9.266670424440562
Devsecops,0.4695552586371445,0.5169689015080492,0.6066012488849242,0.5087479836207967,0.643146585374921,1.1012790293287995,1.0709655600022547
Digital Accessibility,3.4014124832983392,7.816141215546567,5.4344335414808205,4.669727426893329,11.580356147068663,6.623130723752849,7.851868553069162
Digital Marketing,1.7407902271425844,1.5026919883213243,1.552185548617306,2.006038797203954,2.3235064500539053,1.912747787781599,1.775548165266896
Digital Transformation,2.397404084748998,2.4321645728979724,2.5013380909901874,2.638871654878604,2.438752369976579,3.1995053904710384,2.8070570993743305
Dimensional Modeling,0.794044665012407,0.846436128894008,0.6672613737734165,0.7031476196384994,0.8141566600988884,0.7071370609374397,1.127332168423426
Disaster Recovery,0.9429280397022332,0.7687568639005705,0.6529884032114184,0.7858708690077346,0.9294025800215622,1.1940183160091191,0.8849557522123894
Distributed Systems,3.4815804542851687,3.4741381619478746,3.8287243532560216,3.557099722877114,3.7324807613665936,5.73051508945477,5.918493884222986
Distributed Training,0.1870585989692689,0.1285725765408619,0.296164139161463,0.1654464987384704,0.2453622811256924,0.6569032806522663,0.5298461191590103
Docker,4.600114525672838,4.717006401842873,5.259589652096342,4.649046614551019,5.513216104687906,7.6587194250164226,6.20596358717096
Documentation Skills,1.156709295667112,1.3955481745372726,1.1775200713648528,1.249121065475452,1.1190007063459608,1.5070134085551992,1.1836987768445972
Drafting,0.6986066043138004,0.846436128894008,0.8884924174843889,0.9637258551515904,0.8662032045800959,0.9969473318134394,0.8849557522123894
Dynamodb,0.7024241267417446,0.782149840623577,0.6851025869759143,0.6576498324854201,0.7212164020967322,1.0008114687584528,0.9356856997914436
E-Commerce,1.878221034548578,1.9312672434575309,1.9090098126672612,2.2045745956901186,2.5056693557381315,1.974573978901812,1.815004791161716
Economics,9.162053827066234,9.099188385610583,8.506690454950936,8.073789138437357,9.015205026209152,7.3341319216353025,8.195704864438307
Edge Computing,0.2099637335369345,0.1955374601558942,0.1534344335414808,0.1489018488646234,0.1784452953641399,0.3748212836662931,0.2761963812637393
Eks,0.2634090475281542,0.3267886320413575,0.3532560214094558,0.293667535260785,0.3568905907282799,0.9312570037482129,0.8567724480018037
Elasticsearch,1.1070815041038369,1.4116197466048803,1.173951828724353,1.0505852669892874,1.2305290159485482,1.0549093859886394,0.822952482949101
Electrical Engineering,2.893682000381752,2.5928802935740496,2.754683318465656,2.361748769491665,2.4350347596564927,2.9560647629351986,2.0291979031621667
Electrical Systems,0.0839854934147738,0.0616076929258296,0.0892060660124888,0.1282210365223146,0.1078106992825012,0.2898102708759998,0.219829772842568
Embedded Systems,0.6527963351784691,0.5035759247850428,0.6458519179304193,0.6576498324854201,0.6691698576155247,0.9544418254182928,0.7553125528436954
Emerging Technologies,1.76369536171025,1.9821605550049557,2.9794826048171275,3.879720395417132,3.576341127922971,5.224313149658024,4.481145369483119
Emr,1.6415346440160337,1.8053732622612704,1.256021409455843,1.402159076808537,1.4312799732332058,1.4065458479848525,1.33588861958176
Encryption,0.49246039320481,0.5035759247850428,0.5566458519179304,0.6452413450800347,0.6096880924941448,1.2287955485142394,1.0596922383180205
Engineering Best Practices,1.851498377552968,1.7330511879570354,1.7912578055307762,1.7247797493485544,1.7695825123610542,3.419761196336798,3.911842624429288
Engineering Collaboration,0.1259782401221607,0.147322743953071,0.2212310437109723,0.277122885386938,0.1970333469645711,0.6221260481471463,0.7665858745279297
Engineering Degree,0.5191830502004199,0.6107197385690943,0.5245316681534344,0.570790420647723,0.5279006654522473,0.6259901850921596,0.6256693534750014
Engineering Or Computer Science,0.274861614811987,0.2705381298047304,0.2283675289919714,0.2233527732969351,0.2453622811256924,0.2047992580857065,0.1240065385265768
Enterprise Architecture,0.8894827257110135,0.9910802775024776,1.1097234611953612,0.7734623816023494,1.2602698985092382,1.271301054909386,1.6120850008454992
Enterprise Cloud Transformation Initiatives,0.0,0.0,0.0,0.0,0.0,0.0115924108350399,0.0169099825263513
Enterprise Security Solutions,0.0038175224279442,0.0026785953446012,0.0035682426404995,0.0,0.0,0.0270489586150933,0.0338199650527027
Entrepreneurial Mindset,0.3702996755105936,0.3535745854873704,0.3461195361284567,0.5418372833684907,0.5539239376928511,0.5602998570269331,0.4903894932641903
Entrepreneurial Spirit,4.6879175415155565,4.7973642621809125,4.067796610169491,4.4463746535963935,4.948139336034797,4.7490243054213845,4.0640324671664505
Equipment Maintenance,0.0534453139912197,0.0482147162028232,0.0963425512934879,0.033089299747694,0.0446113238410349,0.0811468758452799,0.0394566258948199
Erp Systems,1.0001908761213971,1.3875123885034688,1.2346119536128457,1.3277081523762253,1.271422729469497,2.8517330654198383,2.947973620427259
Ethical Ai Practices,0.1030731055544951,0.0776792649934374,0.2783229259589652,0.2481697481077056,0.3494553700881073,1.213339000734186,1.302068654529057
Etl,9.669784309982822,10.43848605791123,7.960749330954504,9.562807627083592,9.583999405182348,9.729896827543568,9.599233414125472
Etl Pipelines,1.1948845199465548,1.111617068009536,0.592328278322926,1.1209000289531372,0.9740139038625972,2.194829784767572,2.3279409277943746
Etl Processes,1.2330597442259974,1.591085634693167,1.7234611953612846,2.812590478553997,2.401576266775717,2.844004791529812,2.773237134321628
Event-Driven Architectures,0.1068906279824394,0.1178581951624568,0.1926851025869759,0.2109442858915498,0.2081861779248299,0.7496425673325863,0.8060425004227496
Excel,21.76369536171025,24.552004928615435,21.462979482604812,22.409728254125824,21.81865496858619,20.32149619382511,20.48362550025365
Excellent Communication,7.157854552395495,8.764363967535424,11.004460303300624,13.086818050213012,12.234655563403845,14.482785269909966,11.70170790823516
Executive Communication,0.1221607176942164,0.0883936463718426,0.1391614629794826,0.1530380113330851,0.1040930889624149,0.3941419683913598,0.7722225353700468
Experience In Financial Services,0.3588471082267608,0.4500040178930169,0.335414808206958,0.3846631095669438,0.449830848730436,0.6143977742571197,0.6707626402119384
Experiment Design,0.927657949990456,0.8491147242386092,1.0669045495093663,0.6866029697646524,0.8550503736198372,0.7573708412226129,1.0709655600022547
Experimentation,3.672456575682382,3.0562772881900733,3.5967885816235503,3.2137982379947885,3.817985798728577,5.819390239190077,7.18674257369934
Feature Delivery Trade-Offs,0.0687154037029967,0.0562505022366271,0.0642283675289919,0.0827232493692352,0.0594817651213799,0.2859461339309865,0.4283862240009018
Feature Engineering,1.5270089711777055,1.443762890740096,1.816235504014273,1.1167638664846755,1.5613963344362245,2.063449128637119,2.254664336846852
Finance,13.578927276197748,14.48316502825918,13.245316681534344,14.460023989742318,15.758950146845608,16.78581088913791,17.8343949044586
Financial Analysis,1.4697461347585417,1.7544799507138455,1.712756467439786,1.720643586880093,2.200825309491059,2.179373236987519,1.9841046164252296
Financial Management,0.5764458866195838,0.7928642220019821,0.8349687778768956,0.9099557430615874,0.988884345142942,0.7071370609374397,0.8398624654754523
Financial Modeling,0.7635044855888529,0.9000080357860338,0.7100802854594113,0.8561856309715845,1.360645377151567,1.5301982302252792,1.4880784623189225
Financial Planning Model Design,0.9581981294140104,1.1464388074893526,1.0205173951828723,1.2698018778177609,1.6283133201977769,1.634529927740639,1.7191815568457245
"Financial Planning, Budgeting, Forecasting",0.1679709868295476,0.1607157206760774,0.1855486173059768,0.2688505604500145,0.2527975017658649,0.3670930097762664,0.1972831294740995
Financial Reporting,0.794044665012407,1.111617068009536,1.1810883140053523,1.125036191421599,1.5428082828357932,1.831600911936319,1.8713713995828871
Financial Services,5.088757396449704,5.274154233519942,4.6672613737734165,4.677999751830252,5.89612996765679,6.99408787047413,7.017642748435827
Firehose,0.0190876121397213,0.0482147162028232,0.0285459411239964,0.0579062745584646,0.0297408825606899,0.0656903280652266,0.1803731469477481
Firmware Development,0.4466501240694789,0.4553612085822194,0.5388046387154326,0.5128841460892584,0.5055950035317298,0.8385177170678929,0.6538526576855871
Flink,0.5459057071960298,0.6241127152921008,0.4852809991079393,0.6700583198908053,0.6245585337744898,0.8307894431778662,0.7102192661067583
Flow Cytometry,0.1565184195457148,0.147322743953071,0.1070472792149866,0.0454977871530793,0.0631993754414662,0.1584296147455466,0.090186573473874
Forecasting,8.341286505058218,8.426860954115662,7.864406779661017,7.048020846258841,8.702925759321907,8.137872406198076,8.037878360859027
Foundation Models,0.0267226569956098,0.0776792649934374,0.5744870651204282,0.6286966952061877,0.5911000408937135,1.329263109084586,1.1216955075813089
Full-Stack Development,0.6604313800343578,0.5946481665014867,0.9170383586083852,0.8148240062869669,0.836462322019406,1.680899571080799,1.3246152978975254
Fullstack Development,0.0038175224279442,0.0053571906892025,0.0321141837644959,0.0372254622161558,0.0371761032008624,0.0231848216700799,0.045093286736937
Functional Specifications,3.019660240503913,3.460745185224868,3.393398751115076,3.172436613310171,2.836536674225808,3.087445419065652,3.4101798094808635
Gans,0.1565184195457148,0.1687515067098813,0.2212310437109723,0.190263473549241,0.2527975017658649,0.2859461339309865,0.1972831294740995
Gap Analysis,0.664248902462302,1.0634023518067126,1.0276538804638715,0.72796459444927,0.7249340124168184,0.7264577456625063,0.9695056648441464
Gcp,5.329261309410192,5.638443200385717,5.834076717216771,5.534185382801836,6.725157069036023,9.803315429498822,8.748097626965786
Gdpr,0.4542851689253674,0.5223260921972518,0.5994647636039251,0.9058195805931256,0.9368378006617346,1.9050195138915724,1.8431880953723012
Genai,0.0,0.0,0.6779661016949152,0.9968151548992844,1.0149076173835458,3.7018431933227713,4.655881855588749
Genai Technologies,0.0,0.0,0.0107047279214986,0.0206808123423088,0.0111528309602587,0.1468372039105066,0.1352798602108111
Genai/Ml Applications,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genai/Ml Solutions,0.0,0.0,0.0,0.0041361624684617,0.0,0.0463696433401599,0.0169099825263513
Generative Ai,0.3015842718075969,0.506254520129644,4.842105263157895,5.029573561649501,5.267853823562215,9.826500251168902,10.782932190970069
Github Actions,3.004390150792136,2.9732408325074333,3.3327386262265835,3.2096620755263268,3.784527305847801,4.891997372386878,5.208274618116228
Gitlab,8.024432143538844,8.04917901052688,9.03122212310437,8.317822724076601,9.386966058217778,10.796398624367248,10.495462488022095
Go-To-Market Strategies,0.461920213781256,0.3375030134197627,0.328278322925959,0.6162882078008024,0.4721365106509536,0.7071370609374397,0.7722225353700468
Golang,0.606986066043138,0.6401842873597086,0.727921498661909,0.8561856309715845,0.7658277259377672,1.1051431662738127,0.8849557522123894
Google Ads,1.1719793853788891,1.167867570246163,1.2310437109723462,1.3277081523762253,1.4870441280344997,1.7349974883109858,2.2208443717941493
Google Cloud,2.859324298530254,3.018776953365655,3.100802854594112,2.791909666211689,3.8663147328896974,3.628424591367518,3.1170734456907727
Gpu,1.385760641343768,1.2750113840302146,2.112399643175736,1.3525251271869958,1.7621472917208818,1.9088836508365856,1.6853615917930218
Gpu Programming,0.1756060316854361,0.1392869579192671,0.2390722569134701,0.1489018488646234,0.2490798914457786,0.2782178600409598,0.2592863987373879
Grant Proposal Preparation,0.0419927467073869,0.0589290975812284,0.0214094558429973,0.033089299747694,0.0223056619205174,0.0772827389002666,0.1070965560002254
Graph Databases,0.3435770185149838,0.4339324458254091,0.3496877787689563,0.2481697481077056,0.3791962526487973,0.3980061053363731,0.4396595456851361
Graphql,0.5306356174842527,0.5785765944338789,0.8278322925958965,0.7569177317285023,0.6840402988958697,1.2519803701843193,1.200608759370949
Growth Mindset,1.1490742508112235,1.1437602121447512,1.5093666369313112,2.030855772014725,1.6877950853191568,1.6268016538506125,1.7417282002141932
Grpc,0.1527008971177705,0.1767872927436852,0.3211418376449598,0.2812590478553997,0.2527975017658649,0.5062019397967464,0.4565695282114875
Hadoop,6.111853407138767,5.638443200385717,4.770740410347904,3.916945857633288,4.364474515781256,2.967657173770238,2.339214249478609
Hardware Engineering,0.1946936438251574,0.2464307717033187,0.2997323818019625,0.3391653224138644,0.2751031636863824,0.3516364619962131,0.4452962065272532
Healthcare Experience,0.9123878602786792,0.7392923151099563,0.7707404103479036,0.7403730818546552,0.6245585337744898,0.4752888442366397,0.693309283580407
Healthcare Knowledge,0.1603359419736591,0.1285725765408619,0.1462979482604817,0.103404061711544,0.1040930889624149,0.0734186019552533,0.1014598951581083
High-Performance Computing,0.98492078640962,0.9910802775024776,1.1989295272078502,0.8437771435661993,0.9442730213019072,0.6491750067622396,0.5523927625274787
Hipaa,1.0345485779728956,1.159831784212359,1.0918822479928636,1.2532572279439136,1.1190007063459608,2.442134549248425,2.4463108054788343
Hive,3.683909142966215,3.150028125251118,2.529884032114184,2.101170533978575,2.468493252537269,1.294485876579466,1.1498788117918946
Html,3.176178660049628,2.73752444218252,3.889384478144514,3.672912271994044,3.64697572400461,2.8865102979249584,2.8070570993743305
Hugging Face,0.274861614811987,0.2705381298047304,0.6708296164139161,0.5087479836207967,0.6951931298561285,1.8161443641562656,1.33588861958176
Human-Centered Design,0.1756060316854361,0.1687515067098813,0.167707404103479,0.1282210365223146,0.0855050373619837,0.1429730669654932,0.1409165210529282
Human-Robotic Interaction,0.0,0.0026785953446012,0.0071364852809991,0.016544649873847,0.0148704412803449,0.0309130955601066,0.0281833042105856
Hybrid Cloud Integrations,0.3359419736590952,0.5330404735756569,0.5637823371989296,0.4632501964677172,0.6319937544146622,0.7264577456625063,0.6989459444225241
Iam,0.3893872876503149,0.5357190689202582,0.5388046387154326,0.5914712329900319,0.5650767686531097,1.549518914950346,1.5331717490558594
Iam Roles And Permissions,0.015270089711777,0.018750167412209,0.039250669045495,0.0579062745584646,0.0334584928807762,0.1468372039105066,0.2311030945268023
Iat Level Ii Certification,0.0267226569956098,0.018750167412209,0.0321141837644959,0.033089299747694,0.0371761032008624,0.0618261911202133,0.0507299475790541
Identity Management,0.2595915251002099,0.4125036830685988,0.4674397859054415,0.4715225214046408,0.5055950035317298,0.711001197882453,0.7665858745279297
Immunology,0.4581026913533117,0.4741113759944285,0.3211418376449598,0.3019398601977086,0.2565151120859511,0.3902778314463465,0.3945662589481991
Implementing Security Policies In Code,0.0,0.0,0.0,0.0,0.0,0.0231848216700799,0.0169099825263513
Incident Management,0.3893872876503149,0.441968231859213,0.5709188224799286,0.5087479836207967,0.4721365106509536,0.7612349781676263,0.8004058395806324
Independent Research,0.3893872876503149,0.4178608737578014,0.3532560214094558,0.277122885386938,0.3829138629688836,0.3207233664361065,0.349472972211262
Independent Work,8.589425462874594,9.613478691774034,9.884032114183764,9.827522025065145,9.69181010446485,8.16492136481317,7.846231892227045
Industry Knowledge,1.84386333269708,1.960731792248145,1.616413916146298,1.7082350994747073,1.955463028365367,1.549518914950346,1.482441801476805
Industry Standards,1.1643443405230005,1.360726435057456,1.52007136485281,1.9646771725193368,2.033532845087178,2.275976660612852,1.8826447212671211
Industry Trends,1.9125787364000764,2.3116277823909144,3.807314897413024,5.68308723166646,4.948139336034797,4.401251980370184,3.911842624429288
Inference Engines,0.0572628364191639,0.0401789301690193,0.0356824264049955,0.0289531372792323,0.0297408825606899,0.1468372039105066,0.1183698776844597
Influencing Skills,0.7711395304447414,0.6080411432244931,0.4424620874219447,0.4715225214046408,0.4423956280902635,0.3902778314463465,0.5523927625274787
Informatica Dq,0.0076350448558885,0.0267859534460129,0.0178412132024977,0.016544649873847,0.0111528309602587,0.0309130955601066,0.0507299475790541
Information Retrieval,1.1452567283832793,0.9723301100902688,1.334522747546833,1.2201679281962194,1.2528346778690658,1.5301982302252792,1.7022715743193733
Information Security,1.168161862950945,1.2803685747194171,1.1454058876003568,1.3649336145923812,1.6469013717982082,1.4451872174349858,1.4937151231610395
Infrastructure Architecture,16.98415728192403,17.04925936838722,17.466547725245317,18.14948091161021,19.9784378601435,24.850264693380733,26.36829941942393
Infrastructure As Code (Iac),0.5077304829165872,0.6160769292582969,0.8706512042818911,1.0836745667369814,1.1933529127476858,2.2102863325476254,1.995377938109464
Infrastructure Management,0.2405039129604886,0.3026812739399458,0.3532560214094558,0.4549778715307937,0.3606082010483661,0.7728273890026662,0.8173158221069838
Infrastructure Security,0.1221607176942164,0.1339297672300645,0.1320249776984835,0.1613103362700086,0.2007509572846574,0.1545654778005332,0.2141931120004509
Infrastructure-As-Code,0.2328688681046001,0.2866097018723381,0.3960749330954505,0.4136162468461761,0.4684189003308673,1.1978824529541328,1.132968829265543
Innovative Solutions,3.924413055926704,4.3018241234296735,4.645851917930419,4.831037763163337,5.297594706122904,5.363422079678504,5.2646412265374
Insurance Industry Knowledge,0.0572628364191639,0.08303645568264,0.0677966101694915,0.0454977871530793,0.0557641548012937,0.1236523822404266,0.045093286736937
Integrating Aws Ai/Ml Services,0.0038175224279442,0.0107143813784051,0.0107047279214986,0.016544649873847,0.0037176103200862,0.0540979172301866,0.0845499126317569
Interdisciplinary Teamwork,0.0458102691353311,0.0642862882704309,0.0570918822479928,0.0537701120900028,0.0408937135209487,0.0540979172301866,0.0394566258948199
Interpersonal Communication,1.3552204619202135,1.1276886400771435,1.009812667261374,1.108491541547752,0.9517082419420796,0.8617025387379729,0.6425793360013528
Interpersonal Skills,8.116052681809506,9.297404441111082,9.170383586083856,10.104644910452082,10.14907617383546,7.3573167433053825,6.042500422749563
Inventory Management,0.8016797098682955,1.0339378030160984,0.863514719000892,0.9058195805931256,1.0074723967433734,1.1515128096139726,0.918775717265092
Issue Resolution,1.309410192784883,1.5964428253823697,1.4915254237288136,1.5138354634570046,1.316034053310532,1.561111325785386,1.7642748435826616
Java,10.807405993510212,9.739372672970294,10.412132024977698,9.844066674938992,10.740176214729171,10.170408439275088,8.703004340228848
Java/Kotlin,0.0534453139912197,0.0428575255136206,0.0606601248884924,0.0868594118376969,0.0408937135209487,0.1081958344603732,0.0676399301054055
